transcript	zeroOne	annot.x	pident.x	length.x	mismatch.x	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	annot.y	pident.y	length.y	mismatch.y	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y
TRINITY_GG_8526_c0_g1_i1.p1	1	sp|P91699|DECA_DROPS	48.7	390	157	8	76	434	239	616	1.96E-112	346	sp|P91699|DECA_DROPS	48.7	390	157	8	239	616	76	434	2.83E-111	340
TRINITY_GG_8527_c0_g1_i1.p1	1	sp|Q6WV19|GALT2_DROME	69.2	510	144	4	8	507	121	627	2.83E-268	747	sp|Q6WV19|GALT2_DROME	69.2	510	144	4	121	627	8	507	1.77E-270	749
TRINITY_GG_8530_c7_g1_i1.p1	1	sp|Q9VMU8|SENJU_DROME	59.6	349	124	2	5	336	4	352	2.20E-133	389	sp|Q9VMU8|SENJU_DROME	59.6	349	124	2	4	352	5	336	3.97E-134	387
TRINITY_GG_8532_c11_g1_i3.p1	1	sp|Q99808|S29A1_HUMAN	40.9	384	203	9	17	381	73	451	3.42E-72	235	sp|Q99808|S29A1_HUMAN	40.9	384	203	10	73	451	17	381	6.05E-70	226
TRINITY_GG_8532_c8_g1_i2.p1	1	sp|P53361|TBP_SPOFR	78	309	52	5	1	295	1	307	3.70E-156	441	sp|P53361|TBP_SPOFR	77.3	309	54	5	1	307	1	295	1.59E-157	441
TRINITY_GG_8536_c11_g1_i13.p1	1	sp|P16554|NUMB_DROME	68.7	355	81	8	1	337	42	384	1.58E-151	450	sp|P16554|NUMB_DROME	68.7	355	81	7	42	384	1	337	3.10E-153	451
TRINITY_GG_8536_c12_g1_i1.p1	1	sp|Q0VGK3|GLCTK_RAT	35.8	503	308	7	41	533	24	521	2.88E-87	281	sp|Q0VGK3|GLCTK_RAT	36.2	503	300	8	24	518	41	530	3.76E-86	275
TRINITY_GG_8536_c12_g1_i1.p2	1	sp|Q32KV4|DC2L1_BOVIN	42.6	350	179	8	21	358	3	342	3.96E-80	252	sp|Q32KV4|DC2L1_BOVIN	42.3	345	177	7	3	337	21	353	4.91E-77	240
TRINITY_GG_8537_c0_g1_i1.p1	1	sp|Q0VC71|TTLL1_BOVIN	65.4	269	85	2	1	261	142	410	1.41E-126	369	sp|Q0VC71|TTLL1_BOVIN	69.9	246	73	1	142	387	1	245	1.48E-126	366
TRINITY_GG_8537_c2_g1_i1.p1	1	sp|O18638|OAF_DROVI	52.4	336	93	6	5	324	21	305	2.43E-111	328	sp|O18638|OAF_DROVI	51.8	336	95	5	21	305	5	324	2.02E-114	332
TRINITY_GG_8538_c6_g1_i2.p1	1	sp|Q24491|RX21_DROME	72.9	85	22	1	10	93	5	89	3.25E-37	130	sp|Q24491|RX21_DROME	72.9	85	22	1	5	89	10	93	3.36E-39	132
TRINITY_GG_8538_c8_g1_i2.p1	1	sp|Q6P0D1|ZNT6_DANRE	57.3	293	120	2	1	293	85	372	3.24E-101	314	sp|Q6P0D1|ZNT6_DANRE	57.3	293	120	2	85	372	1	293	1.56E-104	319
TRINITY_GG_8544_c14_g2_i2.p1	1	sp|P50904|RASA1_RAT	51.1	885	399	15	58	925	164	1031	1.87E-301	863	sp|P50904|RASA1_RAT	50.6	909	415	18	145	1031	29	925	8.22E-298	851
TRINITY_GG_8550_c1_g1_i1.p1	1	sp|Q3ZCF3|SKP1_BOVIN	85.3	163	23	1	1	162	1	163	3.09E-87	255	sp|Q3ZCF3|SKP1_BOVIN	85.9	163	22	1	1	163	1	162	1.05E-87	253
TRINITY_GG_8551_c4_g1_i1.p1	1	sp|Q99MB5|LMO3_RAT	76.7	129	30	0	41	169	8	136	1.23E-74	227	sp|Q99MB5|LMO3_RAT	76.7	129	30	0	8	136	41	169	3.73E-76	227
TRINITY_GG_8551_c5_g1_i2.p1	1	sp|Q9W5E0|SUV42_DROME	60.3	385	91	5	15	340	148	529	6.84E-135	438	sp|Q9W5E0|SUV42_DROME	60.5	385	90	5	148	529	15	340	2.90E-138	444
TRINITY_GG_8554_c5_g1_i2.p1	1	sp|Q3MHQ0|USH1C_BOVIN	34.6	130	76	3	1	122	169	297	1.61E-12	74.3	sp|Q3MHQ0|USH1C_BOVIN	33.8	133	79	3	169	300	1	125	1.26E-14	76.3
TRINITY_GG_8555_c5_g1_i2.p1	1	sp|Q6DH23|V26BL_DANRE	79.2	303	63	0	1	303	1	303	9.99E-179	501	sp|Q6DH23|V26BL_DANRE	79.2	303	63	0	1	303	1	303	1.60E-181	505
TRINITY_GG_8569_c6_g1_i2.p1	1	sp|Q99P55|SGPP1_RAT	39.5	319	186	2	100	417	118	430	1.85E-80	257	sp|Q99P55|SGPP1_RAT	39.2	324	190	2	112	429	94	416	1.54E-81	256
TRINITY_GG_8572_c2_g1_i1.p1	1	sp|P70297|STAM1_MOUSE	54.9	384	161	6	1	379	1	377	5.43E-136	408	sp|P70297|STAM1_MOUSE	54.9	384	161	6	1	377	1	379	2.30E-137	408
TRINITY_GG_8574_c17_g1_i9.p1	1	sp|P31007|DLG1_DROME	69.1	782	172	8	107	835	206	970	0	1028	sp|P31007|DLG1_DROME	69.1	782	172	8	206	970	107	835	0	1020
TRINITY_GG_8575_c2_g2_i1.p1	1	sp|P98159|NUDEL_DROME	49.4	255	126	2	1	252	1201	1455	4.66E-72	266	sp|P98159|NUDEL_DROME	49.4	255	126	2	1201	1455	1	252	6.58E-74	268
TRINITY_GG_8578_c39_g1_i1.p1	1	sp|Q7ZYQ6|DCA13_XENLA	57.8	282	118	1	2	283	161	441	7.31E-116	343	sp|Q7ZYQ6|DCA13_XENLA	57.8	282	118	1	161	441	2	283	6.62E-117	343
TRINITY_GG_8578_c52_g2_i3.p1	1	sp|A4II15|TMA16_XENTR	37.9	87	54	0	1	87	80	166	2.05E-15	72.8	sp|A4II15|TMA16_XENTR	37.9	87	54	0	80	166	1	87	2.41E-14	66.6
TRINITY_GG_8578_c53_g1_i2.p2	1	sp|Q5DU57|SPT13_MOUSE	49.2	439	221	1	287	725	153	589	2.46E-150	458	sp|Q5DU57|SPT13_MOUSE	43.6	580	293	9	53	618	183	742	1.43E-149	452
TRINITY_GG_8580_c26_g1_i1.p1	1	sp|P43307|SSRA_HUMAN	52.7	292	114	8	2	281	6	285	7.22E-80	246	sp|P43307|SSRA_HUMAN	52.7	292	114	8	6	285	2	281	2.78E-79	241
TRINITY_GG_8580_c28_g2_i2.p1	1	sp|Q5R668|ACSL3_PONAB	49.9	692	332	10	22	706	35	718	1.36E-229	660	sp|Q5R668|ACSL3_PONAB	49.9	692	332	10	35	718	22	706	5.26E-229	655
TRINITY_GG_8580_c28_g2_i2.p3	1	sp|Q28678|ICLN_RABIT	50.6	172	73	4	1	166	1	166	2.62E-42	144	sp|Q28678|ICLN_RABIT	51.2	170	71	4	1	164	1	164	1.35E-44	146
TRINITY_GG_8580_c29_g1_i3.p1	1	sp|Q1LZB6|CAPR1_BOVIN	38.3	243	144	2	19	258	50	289	4.15E-34	143	sp|Q1LZB6|CAPR1_BOVIN	39.4	218	129	1	50	264	19	236	4.76E-34	138
TRINITY_GG_8580_c30_g1_i5.p1	1	sp|Q9Y6W3|CAN7_HUMAN	51.6	827	378	10	8	831	6	813	2.67E-293	830	sp|Q9Y6W3|CAN7_HUMAN	51.6	827	378	10	6	813	8	831	3.52E-293	827
TRINITY_GG_8580_c32_g1_i4.p1	1	sp|Q63540|ATX1_RAT	47	132	53	1	375	506	546	660	1.93E-24	112	sp|Q63540|ATX1_RAT	47	132	53	1	546	660	375	506	3.24E-25	110
TRINITY_GG_8580_c33_g1_i1.p1	1	sp|Q8BGM5|BEST2_MOUSE	52.3	392	174	7	1	390	1	381	7.82E-130	398	sp|Q8BGM5|BEST2_MOUSE	52.3	392	174	7	1	381	1	390	7.75E-132	399
TRINITY_GG_8582_c5_g1_i2.p2	1	sp|Q9Y4X0|AMMR1_HUMAN	73.7	118	31	0	1	118	195	312	1.23E-56	181	sp|Q9Y4X0|AMMR1_HUMAN	73.7	118	31	0	195	312	1	118	1.08E-56	179
TRINITY_GG_8588_c5_g1_i1.p1	1	sp|Q7SY23|AL4A1_DANRE	57.2	551	226	3	17	566	14	555	1.48E-234	660	sp|Q7SY23|AL4A1_DANRE	57.9	535	222	2	23	555	33	566	2.79E-234	656
TRINITY_GG_8588_c6_g1_i2.p1	1	sp|Q811M1|RHG15_MOUSE	38.5	397	223	10	599	981	88	477	7.44E-72	249	sp|Q811M1|RHG15_MOUSE	37.9	396	227	9	88	477	599	981	1.97E-72	246
TRINITY_GG_8592_c9_g1_i4.p1	1	sp|Q9VX32|RG190_DROME	46.1	1750	717	39	8	1719	1	1561	0	1351	sp|Q9VX32|RG190_DROME	46.2	1754	709	42	1	1561	8	1719	0	1347
TRINITY_GG_8594_c9_g1_i2.p1	1	sp|Q9NZG7|NINJ2_HUMAN	35.5	124	77	1	12	135	18	138	8.97E-16	72.4	sp|Q9NZG7|NINJ2_HUMAN	35.5	124	77	1	18	138	12	135	5.01E-17	72
TRINITY_GG_8598_c5_g1_i5.p1	1	sp|Q568B7|GTDC1_DANRE	42.3	305	102	4	13	245	117	419	9.24E-75	236	sp|Q568B7|GTDC1_DANRE	41	305	106	2	117	419	13	245	7.44E-75	233
TRINITY_GG_8600_c2_g1_i3.p1	1	sp|Q08DI6|RNF11_BOVIN	66.2	154	42	3	1	144	1	154	1.00E-67	204	sp|Q08DI6|RNF11_BOVIN	67.1	155	39	4	1	154	1	144	8.48E-67	199
TRINITY_GG_8609_c4_g1_i1.p1	1	sp|Q05187|TGMH_TACTR	44	712	384	8	8	716	63	762	5.02E-209	609	sp|Q05187|TGMH_TACTR	44	712	384	8	63	762	8	716	1.95E-211	612
TRINITY_GG_8610_c2_g1_i10.p1	1	sp|P98153|IDD_HUMAN	30.8	182	104	6	25	197	271	439	3.45E-16	85.1	sp|P98153|IDD_HUMAN	31.9	182	102	6	271	439	25	197	8.49E-19	89
TRINITY_GG_8627_c29_g2_i2.p1	1	sp|Q24400|MLP2_DROME	74.9	379	87	2	3	375	4	380	6.15E-228	633	sp|Q24400|MLP2_DROME	74.9	379	87	2	4	380	3	375	1.01E-230	637
TRINITY_GG_8627_c32_g1_i1.p1	1	sp|Q24595|XPC_DROME	58.3	357	147	2	780	1134	937	1293	6.08E-129	429	sp|Q24595|XPC_DROME	58.3	357	147	2	937	1293	780	1134	5.65E-132	434
TRINITY_GG_8630_c0_g1_i2.p1	1	sp|Q9VNJ5|DISP_DROME	37.3	1205	613	25	1	1094	9	1182	2.08E-243	729	sp|Q9VNJ5|DISP_DROME	37.5	1206	610	26	9	1182	1	1094	1.88E-240	718
TRINITY_GG_8641_c9_g1_i1.p1	1	sp|Q0VC21|RM15_BOVIN	55.5	283	126	0	13	295	13	295	2.95E-102	304	sp|Q0VC21|RM15_BOVIN	55.5	283	126	0	13	295	13	295	7.88E-102	299
TRINITY_GG_8646_c5_g1_i2.p1	1	sp|Q9VE04|RM55_DROME	58.8	51	21	0	24	74	14	64	5.99E-15	67.8	sp|Q9VE04|RM55_DROME	61.7	47	18	0	14	60	24	70	3.61E-16	67.4
TRINITY_GG_8646_c6_g1_i1.p1	1	sp|Q5RKI3|DPOLL_RAT	42	324	182	4	141	460	251	572	8.12E-80	261	sp|Q5RKI3|DPOLL_RAT	42	324	182	4	251	572	141	460	4.14E-81	261
TRINITY_GG_8656_c12_g1_i2.p1	1	sp|A4D0V7|CPED1_HUMAN	42.3	241	130	3	24	264	654	885	1.14E-60	209	sp|A4D0V7|CPED1_HUMAN	40.8	250	139	3	643	883	13	262	1.98E-62	212
TRINITY_GG_8657_c13_g1_i2.p1	1	sp|Q9QYS1|WNT16_MOUSE	50.5	392	151	11	15	393	3	364	1.87E-130	382	sp|Q9QYS1|WNT16_MOUSE	50	392	155	10	2	364	14	393	5.40E-129	374
TRINITY_GG_8672_c4_g1_i1.p1	1	sp|Q4R945|TTK_MACFA	47.4	274	131	5	289	556	524	790	3.06E-67	236	sp|Q4R945|TTK_MACFA	47.4	274	131	5	524	790	289	556	5.32E-69	238
TRINITY_GG_8672_c6_g1_i1.p1	1	sp|P13395|SPTCA_DROME	82.9	2417	410	2	1	2416	1	2415	0	3874	sp|P13395|SPTCA_DROME	82.9	2417	410	2	1	2415	1	2416	0	3898
TRINITY_GG_8680_c13_g1_i2.p1	1	sp|A8KBL7|MET2A_DANRE	58	319	128	3	27	340	31	348	1.07E-132	385	sp|A8KBL7|MET2A_DANRE	58	319	128	3	31	348	27	340	6.37E-134	385
TRINITY_GG_8680_c14_g1_i1.p1	1	sp|Q5PR73|DIRA2_MOUSE	79.2	202	39	2	30	231	1	199	6.27E-106	306	sp|Q5PR73|DIRA2_MOUSE	79.2	202	39	2	1	199	30	231	7.78E-108	308
TRINITY_GG_8680_c15_g1_i1.p1	1	sp|Q8WND5|ELP1_RABIT	33.3	1302	733	40	76	1292	81	1332	1.41E-177	565	sp|Q8WND5|ELP1_RABIT	33.6	1302	729	42	81	1332	76	1292	4.84E-185	581
TRINITY_GG_8682_c14_g1_i1.p1	1	sp|P53997|SET_DROME	65.7	233	73	3	36	262	3	234	1.19E-102	305	sp|P53997|SET_DROME	65.9	232	72	3	4	234	37	262	9.22E-103	301
TRINITY_GG_8682_c16_g1_i8.p1	1	sp|H9BW96|RAB7_EPICO	86.1	208	26	2	35	240	1	207	6.91E-128	363	sp|H9BW96|RAB7_EPICO	86.1	208	26	2	1	207	35	240	4.06E-128	360
TRINITY_GG_8682_c18_g1_i1.p1	1	sp|Q56P28|PRAF3_PIG	50.6	176	87	0	8	183	2	177	3.28E-50	163	sp|Q56P28|PRAF3_PIG	50.6	176	87	0	2	177	8	183	1.59E-50	160
TRINITY_GG_8682_c25_g1_i1.p1	1	sp|Q6PCB5|RSBNL_HUMAN	59.9	359	142	2	769	1127	340	696	6.32E-143	462	sp|Q6PCB5|RSBNL_HUMAN	60.2	357	140	2	340	694	769	1125	2.04E-142	457
TRINITY_GG_8683_c1_g1_i5.p1	1	sp|Q8NBP5|MFSD9_HUMAN	31.7	385	236	5	8	367	49	431	3.98E-61	207	sp|Q8NBP5|MFSD9_HUMAN	31.3	390	241	5	49	436	8	372	8.34E-60	201
TRINITY_GG_8686_c15_g1_i1.p1	1	sp|Q293F6|SSRP1_DROPS	65.2	669	218	7	2	658	3	668	1.99E-263	747	sp|Q293F6|SSRP1_DROPS	64.5	668	224	6	3	668	2	658	2.03E-270	761
TRINITY_GG_8686_c17_g1_i2.p1	1	sp|Q6GN91|NT5D3_XENLA	49.1	454	220	5	55	504	28	474	5.65E-155	454	sp|Q6GN91|NT5D3_XENLA	49.1	454	220	5	28	474	55	504	7.40E-155	450
TRINITY_GG_8686_c17_g1_i2.p2	1	sp|P56602|PPOX_BOVIN	41.1	479	264	7	2	473	3	470	1.42E-103	321	sp|P56602|PPOX_BOVIN	40.8	483	268	7	3	474	2	477	1.01E-105	323
TRINITY_GG_8688_c13_g1_i1.p1	1	sp|P80585|TBCA_CHICK	55.1	107	48	0	1	107	1	107	3.66E-30	107	sp|P80585|TBCA_CHICK	56.2	105	46	0	1	105	1	105	9.19E-30	102
TRINITY_GG_8688_c14_g1_i3.p1	1	sp|Q3ZBT2|FBX9_BOVIN	43.3	443	209	12	16	438	17	437	2.19E-106	325	sp|Q3ZBT2|FBX9_BOVIN	43.5	439	210	12	19	437	18	438	3.59E-107	323
TRINITY_GG_8697_c13_g1_i1.p1	1	sp|Q9H0F7|ARL6_HUMAN	65.9	182	62	0	1	182	1	182	4.62E-87	256	sp|Q9H0F7|ARL6_HUMAN	65.9	182	62	0	1	182	1	182	1.26E-86	252
TRINITY_GG_8697_c16_g1_i4.p1	1	sp|Q91845|EPA4A_XENLA	47.1	1009	451	20	24	1009	28	976	4.42E-294	846	sp|Q91845|EPA4A_XENLA	47.1	1013	443	21	28	975	24	1008	5.50E-297	850
TRINITY_GG_8697_c18_g2_i2.p1	1	sp|Q6IQX7|CHSS2_MOUSE	31.3	402	254	6	75	464	82	473	1.02E-56	204	sp|Q6IQX7|CHSS2_MOUSE	32.5	379	235	5	104	473	98	464	1.23E-56	200
TRINITY_GG_8697_c19_g1_i5.p1	1	sp|Q90X38|GPKOW_DANRE	33.9	307	151	12	2	269	21	314	8.24E-31	124	sp|Q90X38|GPKOW_DANRE	33.7	312	147	12	21	315	2	270	7.53E-32	124
TRINITY_GG_8697_c21_g1_i4.p1	1	sp|P52734|FGD1_MOUSE	51.6	248	120	0	255	502	372	619	1.28E-80	273	sp|P52734|FGD1_MOUSE	51.6	248	120	0	372	619	255	502	7.28E-83	276
TRINITY_GG_8697_c7_g1_i1.p1	1	sp|Q3SXM5|HSDL1_HUMAN	46.6	305	154	3	8	308	25	324	6.60E-90	274	sp|Q3SXM5|HSDL1_HUMAN	46.1	308	157	3	22	324	5	308	1.41E-91	275
TRINITY_GG_8715_c10_g1_i1.p1	1	sp|P22695|QCR2_HUMAN	41.9	413	231	6	40	445	43	453	2.53E-96	300	sp|P22695|QCR2_HUMAN	41.9	413	231	6	43	453	40	445	3.72E-95	293
TRINITY_GG_8715_c14_g1_i1.p1	1	sp|Q5EAE3|UBTD2_BOVIN	54.1	231	95	3	1	228	1	223	1.07E-80	244	sp|Q5EAE3|UBTD2_BOVIN	54.1	231	95	3	1	223	1	228	2.04E-80	240
TRINITY_GG_8715_c16_g1_i1.p1	1	sp|P36407|TRI23_RAT	54.5	325	129	5	14	327	20	336	2.47E-110	336	sp|P36407|TRI23_RAT	54.5	325	129	5	20	336	14	327	2.10E-112	338
TRINITY_GG_8715_c8_g1_i1.p1	1	sp|Q5E994|CHM1B_BOVIN	65	197	68	1	3	199	1	196	3.26E-72	220	sp|Q5E994|CHM1B_BOVIN	65	197	68	1	1	196	3	199	1.41E-75	225
TRINITY_GG_8721_c3_g1_i4.p1	1	sp|O14513|NCKP5_HUMAN	38.5	234	113	4	33	246	39	261	2.41E-23	112	sp|O14513|NCKP5_HUMAN	37.6	234	115	3	39	261	33	246	3.36E-22	104
TRINITY_GG_8730_c20_g1_i2.p1	1	sp|O60294|TYW4_HUMAN	36.3	710	394	22	20	714	13	679	1.61E-109	350	sp|O60294|TYW4_HUMAN	36.3	710	394	22	13	679	20	714	1.23E-110	350
TRINITY_GG_8730_c20_g1_i2.p2	1	sp|Q26263|DPN_DROME	41.1	355	117	8	6	309	21	334	2.94E-57	201	sp|Q26263|DPN_DROME	41.6	346	108	8	21	324	6	299	6.84E-56	193
TRINITY_GG_8730_c21_g3_i1.p1	1	sp|Q8VE49|DOXA1_MOUSE	36.1	288	177	6	14	296	5	290	4.19E-45	161	sp|Q8VE49|DOXA1_MOUSE	36.1	288	177	6	5	290	14	296	6.39E-44	154
TRINITY_GG_8746_c15_g1_i1.p2	1	sp|Q2TA46|UBL3_BOVIN	70	120	31	1	3	122	2	116	1.60E-55	171	sp|Q2TA46|UBL3_BOVIN	70	120	31	1	2	116	3	122	6.28E-57	171
TRINITY_GG_8746_c16_g1_i1.p1	1	sp|Q8N0Z6|TTC5_HUMAN	50.2	422	207	2	24	444	16	435	3.63E-138	406	sp|Q8N0Z6|TTC5_HUMAN	50.2	422	207	2	16	435	24	444	2.08E-139	406
TRINITY_GG_8746_c16_g1_i1.p2	1	sp|P40689|TSL_DROME	51.1	331	145	9	66	389	26	346	3.44E-109	327	sp|P40689|TSL_DROME	51.1	331	145	9	26	346	66	389	9.09E-111	327
TRINITY_GG_8750_c2_g1_i1.p1	1	sp|P54359|SEPT2_DROME	82.8	412	67	1	12	423	12	419	3.76E-251	691	sp|P54359|SEPT2_DROME	82.8	412	67	1	12	419	12	423	1.08E-252	691
TRINITY_GG_8752_c2_g1_i1.p1	1	sp|P35546|RET_MOUSE	41	661	288	23	478	1117	464	1043	6.29E-127	422	sp|P35546|RET_MOUSE	40.8	660	291	22	464	1043	478	1117	6.46E-130	426
TRINITY_GG_8763_c6_g1_i2.p1	1	sp|O02373|UGDH_DROME	79.6	470	96	0	5	474	2	471	5.18E-280	769	sp|O02373|UGDH_DROME	78.7	475	101	0	2	476	5	479	4.28E-281	768
TRINITY_GG_8763_c7_g1_i2.p1	1	sp|Q5CD18|TGFR1_PIG	61.7	501	162	9	27	526	32	503	1.28E-211	598	sp|Q5CD18|TGFR1_PIG	61.5	501	163	9	32	503	27	526	1.02E-212	598
TRINITY_GG_8763_c7_g1_i2.p2	1	sp|Q61025|IFT20_MOUSE	60.5	129	51	0	3	131	4	132	2.45E-46	149	sp|Q61025|IFT20_MOUSE	60.5	129	51	0	4	132	3	131	1.24E-48	151
TRINITY_GG_8766_c9_g1_i1.p1	1	sp|P04464|CALM_WHEAT	73.1	145	39	0	116	260	5	149	2.24E-71	218	sp|P04464|CALM_WHEAT	73.1	145	39	0	5	149	116	260	6.99E-71	213
TRINITY_GG_877_c6_g1_i2.p1	1	sp|Q8BH18|TM117_MOUSE	51.2	445	200	4	391	824	3	441	7.78E-149	450	sp|Q8BH18|TM117_MOUSE	51.2	445	200	4	3	441	391	824	3.47E-148	444
TRINITY_GG_8772_c3_g1_i6.p1	1	sp|O76924|ARI2_DROME	70	486	120	2	21	480	22	507	2.63E-260	720	sp|O76924|ARI2_DROME	70	486	120	2	22	507	21	480	1.21E-263	725
TRINITY_GG_8774_c10_g1_i2.p1	1	sp|Q08D64|ABCB6_XENTR	53.8	824	363	8	2	814	6	822	4.33E-297	841	sp|Q08D64|ABCB6_XENTR	54.1	817	357	8	7	816	3	808	5.30E-303	853
TRINITY_GG_878_c5_g1_i1.p1	1	sp|Q9VSA4|TONSL_DROME	29.3	933	561	20	1	873	209	1102	2.07E-70	262	sp|Q9VSA4|TONSL_DROME	29	939	556	22	209	1102	1	873	1.00E-69	256
TRINITY_GG_878_c7_g1_i2.p1	1	sp|Q9CW42|MARC1_MOUSE	35.1	316	183	10	30	345	44	337	1.01E-51	177	sp|Q9CW42|MARC1_MOUSE	35.3	326	188	11	34	337	21	345	1.12E-52	176
TRINITY_GG_878_c8_g1_i3.p1	1	sp|P34694|TF3A_ANAAE	44.8	58	31	1	150	207	104	160	8.84E-09	60.8	sp|P34694|TF3A_ANAAE	46.4	56	29	1	106	160	152	207	2.34E-09	57.8
TRINITY_GG_8780_c0_g1_i2.p1	1	sp|Q00492|SUM1_LYTVA	67.3	110	26	4	69	169	77	185	7.70E-31	119	sp|Q00492|SUM1_LYTVA	67.9	109	25	4	77	184	69	168	1.99E-32	119
TRINITY_GG_8782_c17_g1_i2.p1	1	sp|Q63699|CDK2_RAT	73.3	296	78	1	1	295	1	296	7.51E-159	447	sp|Q63699|CDK2_RAT	73.3	296	78	1	1	296	1	295	5.79E-158	442
TRINITY_GG_8783_c1_g1_i2.p3	1	sp|P20849|CO9A1_HUMAN	37.3	201	112	5	1	198	83	272	3.41E-34	133	sp|P20849|CO9A1_HUMAN	37.3	201	112	5	83	272	1	198	1.27E-34	132
TRINITY_GG_8785_c29_g1_i1.p1	1	sp|O00567|NOP56_HUMAN	68.8	436	134	1	1	436	1	434	5.46E-211	599	sp|O00567|NOP56_HUMAN	69.5	430	129	1	6	433	6	435	5.51E-212	598
TRINITY_GG_8785_c30_g1_i1.p1	1	sp|Q7L273|KCTD9_HUMAN	49.6	258	108	3	1	257	1	237	1.37E-70	230	sp|Q7L273|KCTD9_HUMAN	50.8	258	105	4	1	237	1	257	1.24E-73	234
TRINITY_GG_8785_c31_g1_i1.p1	1	sp|Q14677|EPN4_HUMAN	72.8	191	50	1	1	191	4	192	3.22E-80	281	sp|Q14677|EPN4_HUMAN	72	193	52	1	4	194	1	193	2.02E-81	279
TRINITY_GG_8785_c32_g1_i2.p1	1	sp|Q9VH20|TAF1B_DROME	28.8	393	227	9	8	385	15	369	2.25E-29	124	sp|Q9VH20|TAF1B_DROME	28.1	406	251	10	15	387	8	405	1.33E-31	127
TRINITY_GG_8785_c35_g1_i7.p1	1	sp|Q9D2N4|DTNA_MOUSE	49.4	680	253	12	12	646	15	648	8.14E-192	566	sp|Q9D2N4|DTNA_MOUSE	49.7	674	248	12	15	642	12	640	4.13E-191	561
TRINITY_GG_8785_c35_g1_i7.p2	1	sp|Q5RDL2|DDX24_PONAB	42.2	389	215	6	1	381	451	837	5.41E-92	297	sp|Q5RDL2|DDX24_PONAB	42.2	389	215	6	451	837	1	381	1.09E-89	288
TRINITY_GG_8787_c17_g1_i1.p1	1	sp|Q8VEG6|CNO6L_MOUSE	62	553	197	4	6	551	8	554	2.67E-203	580	sp|Q8VEG6|CNO6L_MOUSE	62	553	197	4	8	554	6	551	5.93E-207	586
TRINITY_GG_8787_c17_g1_i1.p2	1	sp|B2GAC3|RL1_LIMF3	34.4	151	84	6	153	300	64	202	7.27E-14	73.6	sp|B2GAC3|RL1_LIMF3	34.4	151	84	6	64	202	153	300	5.80E-14	69.3
TRINITY_GG_8790_c3_g1_i1.p1	1	sp|Q9VAF5|CAD99_DROME	50.3	1308	587	20	143	1407	231	1518	0	1194	sp|Q9VAF5|CAD99_DROME	50.2	1311	592	19	231	1522	143	1411	0	1206
TRINITY_GG_8792_c11_g1_i1.p1	1	sp|Q5ZIJ0|BUD13_CHICK	47.1	238	113	5	503	736	331	559	3.31E-46	176	sp|Q5ZIJ0|BUD13_CHICK	47.1	238	113	5	331	559	503	736	2.48E-49	181
TRINITY_GG_8792_c12_g1_i2.p1	1	sp|Q3KPN2|TSR2_XENLA	34.6	107	70	0	15	121	11	117	1.80E-11	63.2	sp|Q3KPN2|TSR2_XENLA	35.2	105	68	0	11	115	15	119	1.47E-11	59.7
TRINITY_GG_8792_c14_g1_i2.p2	1	sp|Q32PE9|LSM3_BOVIN	79.4	102	20	1	1	101	1	102	2.57E-55	169	sp|Q32PE9|LSM3_BOVIN	79.4	102	20	1	1	102	1	101	1.50E-56	169
TRINITY_GG_8794_c17_g1_i1.p1	1	sp|Q27245|YH24_CAEEL	48.7	446	224	4	66	510	74	515	5.64E-139	414	sp|Q27245|YH24_CAEEL	48.7	446	224	4	74	515	66	510	1.29E-142	420
TRINITY_GG_8794_c21_g1_i4.p1	1	sp|Q58CU3|HBAP1_BOVIN	41.7	187	103	1	55	235	41	227	3.03E-47	166	sp|Q58CU3|HBAP1_BOVIN	41.7	187	103	1	41	227	55	235	2.62E-47	163
TRINITY_GG_8794_c22_g1_i1.p1	1	sp|Q09622|PUF12_CAEEL	27.1	516	361	5	243	747	249	760	7.57E-53	199	sp|Q09622|PUF12_CAEEL	27.1	516	361	5	249	760	243	747	3.35E-59	213
TRINITY_GG_8794_c26_g1_i1.p1	1	sp|Q5E9X1|NFYC_BOVIN	54.9	277	87	5	27	299	11	253	4.85E-67	217	sp|Q5E9X1|NFYC_BOVIN	54.9	277	87	5	11	253	27	299	1.95E-68	217
TRINITY_GG_8796_c9_g1_i1.p1	1	sp|Q5REY3|PRDX3_PONAB	66.5	209	70	0	24	232	47	255	6.11E-101	296	sp|Q5REY3|PRDX3_PONAB	66.5	209	70	0	47	255	24	232	1.06E-99	290
TRINITY_GG_8797_c0_g1_i1.p1	1	sp|P22807|SLOU_DROME	68.6	140	18	6	380	519	544	657	1.20E-41	161	sp|P22807|SLOU_DROME	68.6	140	18	6	544	657	380	519	6.28E-43	161
TRINITY_GG_8798_c14_g1_i3.p1	1	sp|P49847|TAF6_DROME	70.9	454	131	1	5	458	13	465	4.52E-227	643	sp|P49847|TAF6_DROME	70.5	457	134	1	13	468	5	461	1.17E-227	641
TRINITY_GG_8798_c17_g1_i1.p1	1	sp|O02467|ASPG_SPOFR	63.8	320	106	4	96	406	2	320	8.64E-137	397	sp|O02467|ASPG_SPOFR	63.8	320	106	4	2	320	96	406	1.85E-136	392
