transcript	zeroOne	annot.x	pident.x	length.x	mismatch	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	annot.y	pident.y	length.y	mismach	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y
TRINITY_GG_8283_c7_g1_i9.p1	1	sp|Q28G05|SYF2_XENTR	64.8	216	76	0	18	233	34	249	2.14E-97	287	sp|Q28G05|SYF2_XENTR	65.9	211	72	0	39	249	23	233	2.06E-95	278
TRINITY_GG_8285_c11_g1_i1.p1	1	sp|Q1HPS4|EIF3K_BOMMO	65.1	212	73	1	1	211	5	216	7.98E-95	278	sp|Q1HPS4|EIF3K_BOMMO	65.1	212	73	1	5	216	1	211	1.00E-97	282
TRINITY_GG_8290_c0_g1_i1.p1	1	sp|Q56A06|TMTC2_MOUSE	40.3	780	358	13	19	795	14	688	1.67E-119	388	sp|Q56A06|TMTC2_MOUSE	40.1	780	359	13	14	688	19	795	4.89E-126	401
TRINITY_GG_8292_c4_g1_i1.p1	1	sp|Q58DD2|S2611_BOVIN	42.8	572	309	8	38	606	21	577	1.71E-148	447	sp|Q58DD2|S2611_BOVIN	41.1	615	341	9	2	601	19	627	6.16E-147	439
TRINITY_GG_8300_c14_g1_i3.p1	1	sp|Q76MZ1|CYH1_CHLAE	71.9	370	101	2	113	479	29	398	5.31E-198	558	sp|Q76MZ1|CYH1_CHLAE	71.9	370	101	2	29	398	113	479	4.84E-197	552
TRINITY_GG_8300_c15_g1_i2.p1	1	sp|Q99323|MYSN_DROME	77.4	1980	402	4	7	1944	49	2024	0	1664	sp|Q99323|MYSN_DROME	77.4	1979	401	4	50	2024	8	1944	0	1674
TRINITY_GG_8300_c16_g1_i2.p1	1	sp|K7IM66|EIF3D_NASVI	78.6	454	86	4	8	459	16	460	1.79E-262	727	sp|K7IM66|EIF3D_NASVI	78.6	454	86	4	16	460	8	459	1.09E-264	729
TRINITY_GG_8300_c9_g1_i1.p1	1	sp|Q9FPH3|THA2_ARATH	45.1	295	157	3	13	305	8	299	1.39E-87	271	sp|Q9FPH3|THA2_ARATH	41	354	190	6	10	347	15	365	3.01E-88	270
TRINITY_GG_8310_c24_g1_i1.p1	1	sp|Q5SVZ6|ZMYM1_HUMAN	39.2	79	47	1	74	151	1040	1118	2.59E-09	58.2	sp|Q5SVZ6|ZMYM1_HUMAN	44.4	63	35	0	1056	1118	89	151	1.24E-10	60.5
TRINITY_GG_8314_c8_g1_i1.p1	1	sp|Q9NXZ2|DDX43_HUMAN	53.3	565	260	2	94	657	74	635	3.47E-199	579	sp|Q9NXZ2|DDX43_HUMAN	53.3	565	260	2	74	635	94	657	1.03E-202	584
TRINITY_GG_8314_c9_g1_i5.p1	1	sp|Q8IY18|SMC5_HUMAN	30.3	1056	677	14	2	1018	50	1085	5.64E-145	464	sp|Q8IY18|SMC5_HUMAN	30.2	1057	679	13	49	1085	1	1018	3.00E-140	448
TRINITY_GG_8317_c10_g3_i3.p1	1	sp|Q2KHV6|SNX8_BOVIN	39.6	371	224	0	118	488	55	425	3.54E-92	291	sp|Q2KHV6|SNX8_BOVIN	39.7	370	223	0	55	424	118	487	5.80E-88	277
TRINITY_GG_8317_c10_g3_i3.p2	1	sp|Q45982|PTMB_CAMCO	35.5	93	59	1	16	107	3	95	2.93E-08	55.5	sp|Q45982|PTMB_CAMCO	38.4	86	52	1	3	88	16	100	1.90E-09	55.1
TRINITY_GG_8322_c10_g1_i4.p1	1	sp|Q07436|EXPA_DROME	32.3	1590	619	48	4	1372	5	1357	5.82E-142	475	sp|Q07436|EXPA_DROME	31.3	1603	618	50	5	1357	4	1372	2.66E-136	456
TRINITY_GG_8326_c3_g1_i1.p1	1	sp|Q863I2|OXSR1_PIG	59.5	521	180	5	52	542	10	529	2.28E-208	592	sp|Q863I2|OXSR1_PIG	59.5	521	180	5	10	529	52	542	1.21E-207	587
TRINITY_GG_8328_c5_g1_i3.p1	1	sp|P83740|SC5A6_DROME	55.2	569	236	4	11	566	2	564	4.05E-202	581	sp|P83740|SC5A6_DROME	55.7	562	238	3	5	564	14	566	6.35E-206	587
TRINITY_GG_8337_c0_g1_i1.p1	1	sp|Q9NXL6|SIDT1_HUMAN	45.6	785	392	10	43	797	48	827	2.06E-229	667	sp|Q9NXL6|SIDT1_HUMAN	45.6	785	392	10	48	827	43	797	1.41E-229	664
TRINITY_GG_8338_c1_g1_i1.p1	1	sp|Q4R698|RIBC1_MACFA	32.1	371	252	0	7	377	9	379	3.01E-50	176	sp|Q4R698|RIBC1_MACFA	32.1	371	252	0	9	379	7	377	2.74E-49	169
TRINITY_GG_8341_c14_g1_i1.p1	1	sp|Q74GW7|TTCA_GEOSL	36.5	233	140	4	1352	1581	10	237	2.47E-33	133	sp|Q74GW7|TTCA_GEOSL	36.5	219	131	4	10	223	1352	1567	1.18E-35	134
TRINITY_GG_8341_c17_g1_i1.p1	1	sp|Q9BTW9|TBCD_HUMAN	43.4	1188	627	17	16	1180	19	1183	0	941	sp|Q9BTW9|TBCD_HUMAN	43.3	1191	629	17	19	1186	16	1183	0	947
TRINITY_GG_8341_c30_g1_i1.p1	1	sp|H9JIQ1|MESH_BOMMO	66.2	195	66	0	1	195	768	962	2.51E-92	297	sp|H9JIQ1|MESH_BOMMO	66.2	195	66	0	768	962	1	195	3.28E-93	298
TRINITY_GG_8345_c3_g2_i8.p1	1	sp|Q9VIS1|CDGAP_DROME	38.6	1311	552	41	35	1172	128	1358	4.42E-196	643	sp|Q9VIS1|CDGAP_DROME	38.9	1320	536	43	128	1358	35	1172	4.35E-204	661
TRINITY_GG_8346_c1_g1_i1.p1	1	sp|Q8VC85|LSM1_MOUSE	69.7	122	37	0	4	125	1	122	4.11E-56	174	sp|Q8VC85|LSM1_MOUSE	69.7	122	37	0	1	122	4	125	4.01E-58	176
TRINITY_GG_8346_c2_g1_i8.p1	1	sp|Q6INE5|RHG19_XENLA	34.9	416	234	8	12	406	44	443	3.78E-56	203	sp|Q6INE5|RHG19_XENLA	34.4	424	225	9	44	443	12	406	2.83E-57	202
TRINITY_GG_8348_c0_g1_i1.p1	1	sp|P16241|CF1A_DROME	70.8	332	48	13	157	471	128	427	1.22E-133	395	sp|P16241|CF1A_DROME	57.5	496	117	21	1	427	1	471	1.19E-132	389
TRINITY_GG_8350_c10_g1_i3.p1	1	sp|Q96DB2|HDA11_HUMAN	66.7	234	78	0	2	235	92	325	1.14E-111	327	sp|Q96DB2|HDA11_HUMAN	66.7	234	78	0	92	325	2	235	1.58E-111	323
TRINITY_GG_8350_c13_g2_i4.p1	1	sp|P27398|CAND_DROME	61.6	1037	243	13	687	1648	638	1594	0	1142	sp|P27398|CAND_DROME	61.9	1039	241	14	636	1594	685	1648	0	1158
TRINITY_GG_8350_c5_g1_i1.p1	1	sp|Q9VZZ9|DOS_DROME	68.6	118	36	1	10	127	6	122	1.31E-45	179	sp|Q9VZZ9|DOS_DROME	68.6	118	36	1	6	122	10	127	4.37E-47	180
TRINITY_GG_8350_c8_g1_i1.p1	1	sp|P35604|COPZ1_BOVIN	65	177	61	1	4	180	2	177	5.05E-80	238	sp|P35604|COPZ1_BOVIN	65	177	61	1	2	177	4	180	4.09E-81	237
TRINITY_GG_8351_c8_g1_i1.p1	1	sp|Q86UC2|RSPH3_HUMAN	50.8	303	130	3	561	863	188	471	2.13E-66	236	sp|Q86UC2|RSPH3_HUMAN	50.8	303	130	3	188	471	561	863	6.71E-67	233
TRINITY_GG_8355_c11_g1_i1.p1	1	sp|D3YZP9|CCDC6_MOUSE	69.1	324	97	2	23	345	45	366	9.60E-65	219	sp|D3YZP9|CCDC6_MOUSE	62	387	112	5	1	382	1	357	3.20E-64	214
TRINITY_GG_8355_c12_g1_i2.p1	1	sp|Q4KM49|SYYC_RAT	69.9	525	142	4	4	515	2	523	1.30E-261	726	sp|Q4KM49|SYYC_RAT	69.9	525	142	4	2	523	4	515	3.42E-259	716
TRINITY_GG_8364_c2_g1_i4.p1	1	sp|P70047|MYT1_XENLA	56.7	210	57	3	1056	1259	792	973	1.64E-17	92.8	sp|P70047|MYT1_XENLA	56.7	210	57	3	792	973	1056	1259	3.38E-18	90.1
TRINITY_GG_8366_c8_g1_i1.p1	1	sp|Q96RY5|CRML_HUMAN	38.1	268	143	4	97	359	158	407	3.51E-43	175	sp|Q96RY5|CRML_HUMAN	38.1	268	143	4	158	407	97	359	3.35E-43	171
TRINITY_GG_8366_c9_g1_i6.p1	1	sp|X2JDY8|RHGF_DROME	40.4	1046	468	24	5	930	11	1021	4.03E-203	611	sp|X2JDY8|RHGF_DROME	40.3	1051	462	25	11	1021	5	930	4.61E-205	612
TRINITY_GG_8367_c0_g1_i1.p1	1	sp|Q8BJY1|PSMD5_MOUSE	35.6	312	200	1	2	312	192	503	1.98E-65	216	sp|Q8BJY1|PSMD5_MOUSE	35.6	312	200	1	192	503	2	312	3.08E-68	221
TRINITY_GG_8371_c0_g1_i1.p1	1	sp|A8NJZ7|SCOC_BRUMA	51.8	139	36	3	5	140	12	122	3.83E-29	105	sp|A8NJZ7|SCOC_BRUMA	52.6	135	33	3	16	122	9	140	4.72E-31	107
TRINITY_GG_8371_c1_g1_i1.p1	1	sp|Q4U0Y4|NPL1A_XENLA	60.1	323	112	5	31	346	39	351	1.88E-132	388	sp|Q4U0Y4|NPL1A_XENLA	60.1	323	112	5	39	351	31	346	1.66E-135	392
TRINITY_GG_8371_c8_g1_i3.p1	1	sp|P83094|STIM_DROME	55.4	471	188	6	43	504	97	554	1.14E-155	459	sp|P83094|STIM_DROME	55.5	470	187	6	97	553	43	503	4.44E-158	461
TRINITY_GG_8372_c0_g1_i1.p1	1	sp|Q9UKJ5|CHIC2_HUMAN	70.9	165	48	0	2	166	1	165	2.01E-89	261	sp|Q9UKJ5|CHIC2_HUMAN	70.9	165	48	0	1	165	2	166	1.92E-89	257
TRINITY_GG_8374_c0_g1_i3.p1	1	sp|P22888|LSHR_HUMAN	40.6	436	221	5	412	844	237	637	5.90E-93	318	sp|P22888|LSHR_HUMAN	40.6	436	221	5	237	637	412	844	1.07E-92	313
TRINITY_GG_8376_c2_g1_i2.p1	1	sp|Q92545|TM131_HUMAN	32.5	1117	714	21	18	1113	49	1146	1.11E-179	595	sp|Q92545|TM131_HUMAN	33.2	1054	672	17	108	1146	77	1113	2.87E-178	587
TRINITY_GG_8382_c10_g1_i1.p1	1	sp|Q9GP16|RL31_HELVI	83.9	124	20	0	1	124	1	124	2.06E-69	207	sp|Q9GP16|RL31_HELVI	83.9	124	20	0	1	124	1	124	2.81E-69	203
TRINITY_GG_8382_c10_g2_i1.p1	1	sp|Q8N7N5|DCAF8_MOUSE	45.4	498	244	7	204	697	118	591	4.89E-152	456	sp|Q8N7N5|DCAF8_MOUSE	46.2	489	225	9	132	591	218	697	1.91E-152	454
TRINITY_GG_8382_c15_g1_i1.p1	1	sp|Q9UGJ1|GCP4_HUMAN	36.6	707	379	16	1	678	1	667	7.03E-127	394	sp|Q9UGJ1|GCP4_HUMAN	37	698	371	16	1	658	1	669	5.38E-132	403
TRINITY_GG_8382_c21_g1_i1.p1	1	sp|Q9D9S3|RWD2A_MOUSE	39.7	290	171	2	26	313	2	289	8.82E-75	234	sp|Q9D9S3|RWD2A_MOUSE	39.7	290	171	2	2	289	26	313	1.05E-77	238
TRINITY_GG_8382_c28_g1_i3.p2	1	sp|Q6DGL7|TM147_DANRE	52	225	107	1	1	225	1	224	1.59E-78	238	sp|Q6DGL7|TM147_DANRE	53.7	216	99	1	1	215	1	216	1.58E-80	239
TRINITY_GG_8382_c31_g1_i3.p1	1	sp|A0A383ZFX3|ASAH1_BALAS	43.7	391	211	6	17	398	5	395	1.16E-122	363	sp|A0A383ZFX3|ASAH1_BALAS	43.7	391	211	6	5	395	17	398	1.24E-121	357
TRINITY_GG_8382_c33_g1_i1.p1	1	sp|P05990|PYR1_DROME	63.8	2317	715	22	5	2298	2	2218	0	2859	sp|P05990|PYR1_DROME	63.9	2319	711	23	2	2218	5	2298	0	2860
TRINITY_GG_8382_c34_g1_i2.p1	1	sp|Q66HC7|SP20H_RAT	30.2	560	235	15	2	538	3	429	2.66E-50	191	sp|Q66HC7|SP20H_RAT	30	556	233	14	3	425	2	534	6.51E-53	193
TRINITY_GG_8382_c36_g1_i9.p1	1	sp|Q68FH4|GALK2_MOUSE	54.8	241	104	3	20	260	18	253	3.26E-78	247	sp|Q68FH4|GALK2_MOUSE	54.8	241	104	3	18	253	20	260	3.12E-79	246
TRINITY_GG_8389_c18_g1_i1.p1	1	sp|F1RAX8|COQ6_DANRE	51.1	448	213	3	24	465	36	483	1.14E-149	438	sp|F1RAX8|COQ6_DANRE	51.1	448	213	3	36	483	24	465	3.44E-151	438
TRINITY_GG_8389_c29_g1_i6.p1	1	sp|Q5F364|MRP1_CHICK	52.5	1550	691	12	1	1532	3	1524	0	1517	sp|Q5F364|MRP1_CHICK	52.5	1550	691	12	3	1524	1	1532	0	1511
TRINITY_GG_8391_c12_g1_i1.p1	1	sp|Q24133|DNAJ1_DROME	61.6	354	114	7	1	352	1	334	3.07E-143	411	sp|Q24133|DNAJ1_DROME	62	355	111	6	1	334	1	352	3.95E-143	407
TRINITY_GG_8391_c15_g1_i1.p1	1	sp|Q9N5Y2|TECR_CAEEL	57.2	304	126	3	3	302	5	308	4.38E-119	347	sp|Q9N5Y2|TECR_CAEEL	57.2	304	126	3	5	308	3	302	2.82E-117	339
TRINITY_GG_8391_c18_g1_i1.p1	1	sp|Q5HZ92|CPTP_XENLA	37.5	216	126	5	5	214	3	215	1.31E-42	145	sp|Q5HZ92|CPTP_XENLA	37.5	216	126	5	3	215	5	214	2.69E-44	146
TRINITY_GG_8391_c8_g1_i1.p1	1	sp|B4MYI5|BOP1_DROWI	64.2	674	223	8	318	978	110	778	0	911	sp|B4MYI5|BOP1_DROWI	64.1	674	224	7	110	778	318	978	0	914
TRINITY_GG_8392_c10_g1_i4.p1	1	sp|Q9YHV4|FSTA_DANRE	40.4	319	157	9	41	354	30	320	1.76E-77	245	sp|Q9YHV4|FSTA_DANRE	39.2	337	172	9	12	320	23	354	9.37E-81	249
TRINITY_GG_8402_c0_g1_i1.p1	1	sp|Q32LQ6|MFSD1_DANRE	60.1	318	125	1	1	316	137	454	3.05E-125	372	sp|Q32LQ6|MFSD1_DANRE	60.1	318	125	1	137	454	1	316	1.31E-127	374
TRINITY_GG_8403_c15_g1_i2.p1	1	sp|P0DPB4|SCHI1_MOUSE	32.1	299	151	8	566	843	213	480	5.47E-25	113	sp|P0DPB4|SCHI1_MOUSE	32.9	283	140	7	217	469	570	832	5.44E-24	105
TRINITY_GG_8413_c2_g1_i2.p1	1	sp|P49021|TIM_DROME	46.5	1254	505	24	1	1113	1	1229	0	989	sp|P49021|TIM_DROME	48.7	1151	456	19	1	1121	1	1046	0	985
TRINITY_GG_8415_c5_g1_i4.p1	1	sp|Q9Y0Y6|NRBP_DROME	54.1	307	132	5	30	328	262	567	5.67E-93	296	sp|Q9Y0Y6|NRBP_DROME	54.1	307	132	5	262	567	30	328	1.99E-96	302
TRINITY_GG_8416_c1_g1_i1.p1	1	sp|Q53HC5|KLH26_HUMAN	36.2	594	342	13	41	620	40	610	1.59E-75	256	sp|Q53HC5|KLH26_HUMAN	36.2	594	342	13	40	610	41	620	4.62E-76	254
TRINITY_GG_8417_c7_g1_i4.p1	1	sp|P30875|SSR2_MOUSE	42.4	323	171	5	41	354	7	323	2.43E-79	254	sp|P30875|SSR2_MOUSE	42.4	323	171	5	7	323	41	354	1.73E-79	250
TRINITY_GG_8434_c1_g1_i1.p1	1	sp|Q9W1V3|FBRL_DROME	84.5	239	37	0	87	325	106	344	7.99E-147	420	sp|Q9W1V3|FBRL_DROME	84.5	239	37	0	106	344	87	325	1.98E-147	418
TRINITY_GG_8453_c6_g1_i4.p1	1	sp|Q8K2A1|GULP1_MOUSE	50.8	187	92	0	57	243	4	190	7.54E-59	201	sp|Q8K2A1|GULP1_MOUSE	50.8	187	92	0	4	190	57	243	1.28E-59	198
TRINITY_GG_8453_c7_g1_i1.p1	1	sp|Q8MV48|GALT7_DROME	67.4	592	179	3	1	579	1	591	5.56E-305	848	sp|Q8MV48|GALT7_DROME	67.4	592	179	3	1	591	1	579	0	849
TRINITY_GG_8453_c8_g1_i1.p1	1	sp|Q9NB32|TCPD_OCHTR	79.8	525	106	0	10	534	9	533	2.76E-296	815	sp|Q9NB32|TCPD_OCHTR	79.4	528	109	0	6	533	7	534	1.77E-294	806
TRINITY_GG_8455_c3_g1_i2.p1	1	sp|Q2TBW7|SNX2_BOVIN	52.2	467	204	7	14	471	63	519	9.06E-146	429	sp|Q2TBW7|SNX2_BOVIN	58.5	381	155	2	142	519	91	471	6.05E-144	421
TRINITY_GG_8457_c2_g1_i1.p1	1	sp|Q8R3L2|TCF25_MOUSE	42.3	470	251	8	135	592	177	638	3.51E-115	363	sp|Q8R3L2|TCF25_MOUSE	42.8	467	253	7	177	638	135	592	4.72E-118	367
TRINITY_GG_8466_c3_g3_i5.p1	1	sp|Q9W5B6|MTU1_DROME	50.4	371	183	1	3	372	1	371	2.87E-135	395	sp|Q9W5B6|MTU1_DROME	50.5	370	182	1	2	371	4	372	3.83E-135	391
TRINITY_GG_8467_c10_g1_i4.p1	1	sp|P49902|5NTC_HUMAN	66.3	504	166	3	23	523	17	519	1.85E-250	700	sp|P49902|5NTC_HUMAN	66.3	504	166	3	17	519	23	523	5.59E-252	700
TRINITY_GG_8467_c2_g1_i1.p1	1	sp|Q9W429|S35B4_DROME	58.8	340	130	4	1	334	3	338	3.73E-137	396	sp|Q9W429|S35B4_DROME	57.9	340	133	3	3	338	1	334	1.06E-136	391
TRINITY_GG_8468_c17_g1_i2.p1	1	sp|Q8R3V6|CUED1_MOUSE	39	323	147	10	10	290	48	362	1.81E-41	151	sp|Q8R3V6|CUED1_MOUSE	38.2	327	144	9	48	362	10	290	9.39E-42	148
TRINITY_GG_8468_c22_g1_i3.p1	1	sp|Q96QU8|XPO6_HUMAN	48.3	1056	480	15	3	1004	82	1125	3.51E-305	910	sp|Q96QU8|XPO6_HUMAN	48.3	1056	480	15	82	1125	3	1004	2.66E-305	899
TRINITY_GG_8468_c3_g1_i1.p1	1	sp|Q8K158|CNPD1_MOUSE	37.1	286	162	4	18	295	22	297	6.64E-48	171	sp|Q8K158|CNPD1_MOUSE	38.9	239	138	2	22	260	18	248	4.98E-50	173
TRINITY_GG_8468_c30_g1_i1.p1	1	sp|A2PYH4|HFM1_HUMAN	45	418	219	6	1	408	669	1085	3.36E-108	354	sp|A2PYH4|HFM1_HUMAN	45	418	219	6	669	1085	1	408	5.65E-110	357
TRINITY_GG_8468_c5_g1_i1.p1	1	sp|Q9W462|UBP30_DROME	33	561	228	14	1	425	1	549	2.23E-80	261	sp|Q9W462|UBP30_DROME	33.3	561	226	15	1	549	1	425	3.54E-80	257
TRINITY_GG_8469_c6_g1_i1.p1	1	sp|P51905|SC6A4_DROME	74.3	549	139	2	85	632	61	608	1.45E-305	867	sp|P51905|SC6A4_DROME	74.3	549	139	2	61	608	85	632	5.37E-305	862
TRINITY_GG_8482_c0_g1_i1.p5	1	sp|Q90185|NS1_AADNV	50.4	117	58	0	2	118	583	699	1.81E-28	112	sp|Q90185|NS1_AADNV	50.4	117	58	0	583	699	2	118	2.90E-28	109
TRINITY_GG_8484_c15_g1_i1.p1	1	sp|Q29IM7|CASP8_DROPS	27.8	508	322	17	50	540	17	496	3.52E-47	176	sp|Q29IM7|CASP8_DROPS	27.8	508	322	17	17	496	50	540	3.68E-50	180
TRINITY_GG_8484_c17_g1_i1.p1	1	sp|Q24368|ISWI_DROME	78.5	971	193	6	17	982	12	971	0	1508	sp|Q24368|ISWI_DROME	78.5	971	193	6	12	971	17	982	0	1512
TRINITY_GG_8484_c21_g1_i4.p1	1	sp|P34528|YM67_CAEEL	38.2	484	272	11	28	494	34	507	1.80E-104	324	sp|P34528|YM67_CAEEL	38.2	484	272	11	34	507	28	494	1.28E-100	311
TRINITY_GG_8484_c9_g1_i1.p1	1	sp|Q5R7H5|DCA11_PONAB	53	474	205	2	27	483	41	513	1.04E-185	535	sp|Q5R7H5|DCA11_PONAB	52.1	486	215	2	29	513	15	483	1.33E-183	526
TRINITY_GG_8486_c1_g1_i2.p1	1	sp|Q9ES03|TBX20_MOUSE	64.1	273	92	2	244	510	94	366	2.84E-117	361	sp|Q9ES03|TBX20_MOUSE	72.4	228	63	0	94	321	244	471	2.13E-118	360
TRINITY_GG_8493_c10_g1_i4.p1	1	sp|P21894|SYAC_BOMMO	68.2	968	305	2	1	966	1	967	0	1377	sp|P21894|SYAC_BOMMO	68.1	968	306	2	1	967	1	966	0	1360
TRINITY_GG_8493_c10_g1_i4.p2	1	sp|Q5RDW1|MTG2_PONAB	47.2	335	175	2	41	374	61	394	2.18E-91	283	sp|Q5RDW1|MTG2_PONAB	47.2	335	175	2	61	394	41	374	6.71E-93	283
TRINITY_GG_8493_c10_g1_i4.p3	1	sp|Q0VCL9|CC038_BOVIN	35	263	158	6	7	260	8	266	4.50E-45	157	sp|Q0VCL9|CC038_BOVIN	33.6	298	176	8	4	295	3	284	1.09E-45	155
TRINITY_GG_8493_c9_g1_i1.p1	1	sp|Q9CQ92|FIS1_MOUSE	55.3	152	67	1	3	153	1	152	2.61E-51	163	sp|Q9CQ92|FIS1_MOUSE	55.3	152	67	1	1	152	3	153	5.23E-53	164
TRINITY_GG_8496_c10_g1_i1.p1	1	sp|Q05192|FTF1B_DROME	52.8	636	203	10	340	945	240	808	9.71E-189	567	sp|Q05192|FTF1B_DROME	52.8	636	203	10	240	808	340	945	1.09E-191	571
TRINITY_GG_8496_c11_g1_i1.p1	1	sp|Q9D7P6|ISCU_MOUSE	83.5	139	23	0	16	154	24	162	2.81E-80	237	sp|Q9D7P6|ISCU_MOUSE	83.5	139	23	0	24	162	16	154	2.06E-80	234
TRINITY_GG_8496_c21_g1_i7.p1	1	sp|Q7SXA9|MUS81_DANRE	37.8	587	291	14	18	555	18	579	4.03E-104	328	sp|Q7SXA9|MUS81_DANRE	37.6	587	292	15	18	579	18	555	1.08E-103	324
TRINITY_GG_8496_c22_g1_i4.p1	1	sp|Q8CCA0|DCNL4_MOUSE	74.2	120	30	1	22	141	169	287	2.55E-58	186	sp|Q8CCA0|DCNL4_MOUSE	74.2	120	30	1	169	287	22	141	1.25E-60	189
TRINITY_GG_8496_c30_g1_i1.p1	1	sp|Q9P215|POGK_HUMAN	39.4	241	142	3	31	268	344	583	6.01E-45	162	sp|Q9P215|POGK_HUMAN	39.4	241	142	3	344	583	31	268	5.61E-46	162
TRINITY_GG_8497_c5_g1_i1.p1	1	sp|Q4R5J0|TCPQ_MACFA	68.5	534	168	0	1	534	1	534	1.26E-270	751	sp|Q4R5J0|TCPQ_MACFA	68.5	534	168	0	1	534	1	534	2.59E-272	751
TRINITY_GG_8497_c6_g1_i2.p1	1	sp|Q9VHA0|SCM_DROME	39.1	893	316	20	4	734	47	873	1.40E-172	520	sp|Q9VHA0|SCM_DROME	38.1	896	325	16	45	873	2	734	2.36E-171	514
TRINITY_GG_8499_c0_g1_i2.p1	1	sp|P35554|FTN_DROME	45	100	53	1	54	151	82	181	8.93E-24	94.4	sp|P35554|FTN_DROME	45	100	53	1	82	181	54	151	7.77E-26	96.3
TRINITY_GG_8516_c3_g1_i1.p1	1	sp|Q58D31|DHSO_BOVIN	59.9	352	138	2	30	381	1	349	1.87E-153	439	sp|Q58D31|DHSO_BOVIN	59.9	352	138	2	1	349	30	381	1.16E-153	436
TRINITY_GG_8516_c4_g1_i1.p1	1	sp|Q9W4V8|TI50C_DROME	66	291	96	2	74	364	139	426	3.10E-133	390	sp|Q9W4V8|TI50C_DROME	66	291	96	2	139	426	74	364	1.37E-132	385
TRINITY_GG_8516_c9_g1_i3.p1	1	sp|Q5F3D7|UTP15_CHICK	41.6	497	283	3	1	493	1	494	3.15E-125	379	sp|Q5F3D7|UTP15_CHICK	41.6	497	283	3	1	494	1	493	5.69E-128	382
TRINITY_GG_8516_c9_g1_i3.p2	1	sp|Q9CQS5|RIOK2_MOUSE	65.5	200	67	1	18	215	124	323	1.72E-92	284	sp|Q9CQS5|RIOK2_MOUSE	64.7	204	70	1	120	323	14	215	5.50E-92	280
TRINITY_GG_8516_c9_g1_i3.p3	1	sp|Q554G3|COMDA_DICDI	31.7	199	118	4	13	197	16	210	8.93E-28	107	sp|Q554G3|COMDA_DICDI	31.7	199	118	4	16	210	13	197	3.55E-30	109
TRINITY_GG_8517_c23_g1_i1.p1	1	sp|P54103|DNJC2_MOUSE	49.9	557	260	8	51	597	59	606	3.12E-150	450	sp|P54103|DNJC2_MOUSE	48.9	564	255	8	59	606	51	597	5.16E-151	448
TRINITY_GG_8517_c26_g1_i2.p1	1	sp|Q8BFR4|GNS_MOUSE	48.8	389	191	6	17	398	29	416	3.89E-129	388	sp|Q8BFR4|GNS_MOUSE	48.8	389	191	6	29	416	17	398	2.82E-132	393
TRINITY_GG_8517_c29_g1_i1.p1	1	sp|Q9BXB4|OSB11_HUMAN	47.1	696	308	10	20	680	63	733	9.63E-199	581	sp|Q9BXB4|OSB11_HUMAN	47.1	700	308	11	63	736	20	683	1.90E-201	585
TRINITY_GG_8517_c29_g1_i1.p2	1	sp|Q6PGT0|TAD3A_XENLA	38.7	439	228	15	62	475	9	431	2.82E-69	230	sp|Q6PGT0|TAD3A_XENLA	38.7	439	228	15	9	431	62	475	4.94E-72	233
TRINITY_GG_8518_c3_g1_i1.p1	1	sp|Q00537|CDK17_HUMAN	71.1	429	114	4	53	471	94	522	1.40E-223	627	sp|Q00537|CDK17_HUMAN	71.1	429	114	4	94	522	53	471	2.36E-227	634
TRINITY_GG_8519_c11_g1_i1.p1	1	sp|Q05825|ATPB_DROME	93.1	475	33	0	52	526	31	505	2.80E-305	861	sp|Q05825|ATPB_DROME	93.1	475	33	0	31	505	52	526	1.05E-305	856
TRINITY_GG_8519_c64_g1_i2.p1	1	sp|Q9Z2I8|SUCB2_MOUSE	60.9	394	154	0	27	420	37	430	1.63E-160	462	sp|Q9Z2I8|SUCB2_MOUSE	60.9	394	154	0	37	430	27	420	1.13E-160	459
TRINITY_GG_8519_c69_g1_i2.p1	1	sp|Q24270|CAC1D_DROME	72.7	1707	385	17	13	1666	584	2262	0	2255	sp|Q24270|CAC1D_DROME	72.9	1706	384	18	584	2262	13	1666	0	2251
TRINITY_GG_8519_c72_g1_i1.p1	1	sp|Q9U8M0|VIT1_PERAM	26.5	1812	1132	39	90	1793	20	1740	2.67E-154	525	sp|Q9U8M0|VIT1_PERAM	27.3	1761	1091	36	20	1696	90	1745	3.52E-159	535
TRINITY_GG_8520_c2_g1_i1.p1	1	sp|Q05209|PTN12_HUMAN	44	350	163	7	13	352	6	332	5.52E-77	275	sp|Q05209|PTN12_HUMAN	45.4	317	152	4	6	309	13	321	7.64E-79	275
TRINITY_GG_8520_c4_g1_i2.p1	1	sp|Q0VGW6|S12A9_XENLA	44.8	965	451	17	30	980	3	899	8.99E-252	733	sp|Q0VGW6|S12A9_XENLA	44.9	971	441	19	3	899	30	980	6.89E-250	725
TRINITY_GG_8521_c2_g1_i1.p1	1	sp|Q3SY69|AL1L2_HUMAN	63	905	329	6	30	930	21	923	0	1174	sp|Q3SY69|AL1L2_HUMAN	63	905	329	6	21	923	30	930	0	1174
TRINITY_GG_8522_c3_g1_i1.p1	1	sp|Q06453|AL_DROME	73.5	155	37	4	88	241	65	216	3.93E-62	209	sp|Q06453|AL_DROME	73.5	155	37	4	65	216	88	241	1.46E-64	211
